Speaker,Text,Title,Page Number,Page Heading,Raw
,,,346,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,DURHAM ,346,CONCLUSIONS AND RECOMMENDATIONS,DURHAM 
,,,346,CONCLUSIONS AND RECOMMENDATIONS,"Qth April, 1917. "
,"I agree with Mr. Ross's views. I supplement my observations on one or  two points mentioned. Page 5, paragraph 3 : With reference to a picture ",,346,CONCLUSIONS AND RECOMMENDATIONS,"I agree with Mr. Ross's views. I supplement my observations on one or  two points mentioned. Page 5, paragraph 3 : With reference to a picture "
,"entitled being immorally suggestive, I have, in this county, had ",,346,CONCLUSIONS AND RECOMMENDATIONS,"entitled being immorally suggestive, I have, in this county, had "
,"complaints about two films, entitled (from two of my police divisions) ",,346,CONCLUSIONS AND RECOMMENDATIONS,"complaints about two films, entitled (from two of my police divisions) "
,"and . The first named was at each place banned by the justices, ",,346,CONCLUSIONS AND RECOMMENDATIONS,"and . The first named was at each place banned by the justices, "
,,,346,CONCLUSIONS AND RECOMMENDATIONS,"and in the case I instituted proceedings : a conviction, however, "
,"was not obtained; but I am satisfied the prosecution resulted in cleaner,  healthier and more suitable pictures being exhibited. ",,346,CONCLUSIONS AND RECOMMENDATIONS,"was not obtained; but I am satisfied the prosecution resulted in cleaner,  healthier and more suitable pictures being exhibited. "
,"Page 7, paragraph 2 : Stealing to procure admission. Cases have occurred  in this county where boys have said they stole the money for the purpose  of gaining admission to the picture hall. I, however, do not believe that  that was the boy's actual motive at the time he committed the offence. An  opportunity presented itseK, he availed himself of it, and in every instance  took more than would pay for admission, and in some instances took other  articles in addition. It then became a question of what to do with the  money — how to spend it. . The cinema hall being so popular, suggests itself  at once. Some have been known to spend money at ice-cream shops, etc. ",,346,CONCLUSIONS AND RECOMMENDATIONS,"Page 7, paragraph 2 : Stealing to procure admission. Cases have occurred  in this county where boys have said they stole the money for the purpose  of gaining admission to the picture hall. I, however, do not believe that  that was the boy's actual motive at the time he committed the offence. An  opportunity presented itseK, he availed himself of it, and in every instance  took more than would pay for admission, and in some instances took other  articles in addition. It then became a question of what to do with the  money — how to spend it. . The cinema hall being so popular, suggests itself  at once. Some have been known to spend money at ice-cream shops, etc. "
,"My impression is, that the cinema is not responsible for juvenile crime.  In every case my experience is, that although the wrong-doer or the bad  man of the play flourishes and successfully carries on his wrong-doing for a  while, he invariably lands into the hands of the law and receives his just  reward; so that the moral is good, and that should have equally as much  effect on the young mind as the first part leading up to it. I am firmly of  opinion juvenile crime, if not altogether to a very great extent, is due to  lack of parental control, want of interest by parents in their children, neglect  of children, and bad home surroundings, examples and teaching. ",,346,CONCLUSIONS AND RECOMMENDATIONS,"My impression is, that the cinema is not responsible for juvenile crime.  In every case my experience is, that although the wrong-doer or the bad  man of the play flourishes and successfully carries on his wrong-doing for a  while, he invariably lands into the hands of the law and receives his just  reward; so that the moral is good, and that should have equally as much  effect on the young mind as the first part leading up to it. I am firmly of  opinion juvenile crime, if not altogether to a very great extent, is due to  lack of parental control, want of interest by parents in their children, neglect  of children, and bad home surroundings, examples and teaching. "
,"Granted a good, healthy, moral film, and I am of the opinion its influence ",,346,CONCLUSIONS AND RECOMMENDATIONS,"Granted a good, healthy, moral film, and I am of the opinion its influence "
,,,347,CONCLUSIONS AND RECOMMENDATIONS,## p. 347  CHIEF CONSTABLES 
,,,347,CONCLUSIONS AND RECOMMENDATIONS,347 
,"has a tendency for good. It is educative and interesting. If humorous, it  serves a good, useful purpose, as it creates mirth ; and persons worried with  the toil of the day may forget their troubles for a time. ",,347,CONCLUSIONS AND RECOMMENDATIONS,"has a tendency for good. It is educative and interesting. If humorous, it  serves a good, useful purpose, as it creates mirth ; and persons worried with  the toil of the day may forget their troubles for a time. "
,,"W. G. MORANT, ",347,CONCLUSIONS AND RECOMMENDATIONS,"W. G. MORANT, "
,,,347,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable of the County of Durham. 
,,OBSERVATIONS BY THE CHIEF CONSTABLE OF THE CITY OF ,347,CONCLUSIONS AND RECOMMENDATIONS,OBSERVATIONS BY THE CHIEF CONSTABLE OF THE CITY OF 
,,EXETER ,347,CONCLUSIONS AND RECOMMENDATIONS,EXETER 
,,,347,CONCLUSIONS AND RECOMMENDATIONS,"inth March, 1917. "
,,,347,CONCLUSIONS AND RECOMMENDATIONS,Observation of Chief Constable  Summary of Mr. Ross's Evidence. of Exeter. 
,1. Cinema entertainments are im-  mensely popular with the public. ,,347,CONCLUSIONS AND RECOMMENDATIONS,1. Cinema entertainments are im-  mensely popular with the public. 
,"2. They are approved by the  public because they provide {a) "" an  educative, (6) morally wholesome,  (c) and bright entertainment "" at a  price within reach of all."" ",,347,CONCLUSIONS AND RECOMMENDATIONS,"2. They are approved by the  public because they provide {a) "" an  educative, (6) morally wholesome,  (c) and bright entertainment "" at a  price within reach of all."" "
,3. Cinemas exercise a certain in-  fluence either for good^or evil in the  social life of the community. ,,347,CONCLUSIONS AND RECOMMENDATIONS,3. Cinemas exercise a certain in-  fluence either for good^or evil in the  social life of the community. 
,4. The popularity of the cinema  among all classes and conditions of  men and women is a guarantee of  its power for good in the community. ,,347,CONCLUSIONS AND RECOMMENDATIONS,4. The popularity of the cinema  among all classes and conditions of  men and women is a guarantee of  its power for good in the community. 
,"5. That were the lessons it taught  to exercise the evil influence in the  people, that evil would ere now have  made itself manifest in some form  or other, but such has not been the ",,347,CONCLUSIONS AND RECOMMENDATIONS,"5. That were the lessons it taught  to exercise the evil influence in the  people, that evil would ere now have  made itself manifest in some form  or other, but such has not been the "
,,,347,CONCLUSIONS AND RECOMMENDATIONS,1. I agree. 
,2. {a) In my opinion it is regret-  table that only a small part of the  average cinema entertainment can be  described as educative. ,,347,CONCLUSIONS AND RECOMMENDATIONS,2. {a) In my opinion it is regret-  table that only a small part of the  average cinema entertainment can be  described as educative. 
,"(6) Many of the films might bef  described as wholesome, but there  are others to which that term does  not apply, and from which some  adults, but more particularly juve-  niles, are likely to form entirely  wrong ideas about life. I feel sure  that some of the crime pictures are  most harmful to children, and may  even suggest methods of crime to  certain adults. ",,347,CONCLUSIONS AND RECOMMENDATIONS,"(6) Many of the films might bef  described as wholesome, but there  are others to which that term does  not apply, and from which some  adults, but more particularly juve-  niles, are likely to form entirely  wrong ideas about life. I feel sure  that some of the crime pictures are  most harmful to children, and may  even suggest methods of crime to  certain adults. "
,"(c) Many of the "" comic "" pictures  are inane and vulgar, _as, indeed, are  some of the stories from every-day  life. Obviously film producers are  not so much concerned with making  the cinema an educative instrument  as in making money. If the popular  demand is for sensational or inane  stuff, they will manufacture it, with--  out regard to its effect, unless they  are controlled. ",,347,CONCLUSIONS AND RECOMMENDATIONS,"(c) Many of the "" comic "" pictures  are inane and vulgar, _as, indeed, are  some of the stories from every-day  life. Obviously film producers are  not so much concerned with making  the cinema an educative instrument  as in making money. If the popular  demand is for sensational or inane  stuff, they will manufacture it, with--  out regard to its effect, unless they  are controlled. "
,,,347,CONCLUSIONS AND RECOMMENDATIONS,3. I think it may exercise both. 
,"4. I agree ; and therefore every  effort should be made to prevent its  "" power for good "" from being nulli-  fied by the objectionable pictures. ",,347,CONCLUSIONS AND RECOMMENDATIONS,"4. I agree ; and therefore every  effort should be made to prevent its  "" power for good "" from being nulli-  fied by the objectionable pictures. "
,"5. The influence of the cinema,  unconscious as it may be, is of an  extremely pervasive character. It  is as difficult to produce evidence of  the evil influence of pernicious films  as it would be to produce evidence  of the effect on the minds of readers  of an obscene story, but I think in  either case evil results may be safely  assumed. ",,347,CONCLUSIONS AND RECOMMENDATIONS,"5. The influence of the cinema,  unconscious as it may be, is of an  extremely pervasive character. It  is as difficult to produce evidence of  the evil influence of pernicious films  as it would be to produce evidence  of the effect on the minds of readers  of an obscene story, but I think in  either case evil results may be safely  assumed. "
,"I am of opinion, from my personal ",,347,CONCLUSIONS AND RECOMMENDATIONS,"I am of opinion, from my personal "
,,,348,CONCLUSIONS AND RECOMMENDATIONS,## p. 348  348 
,,CHIEF CONSTABLES ,348,CONCLUSIONS AND RECOMMENDATIONS,CHIEF CONSTABLES 
,6. (a) The cinema has been the  means of attracting many who  otherwise would have resorted to  the public-house. (6) Picture houses  have been instrumental in reducing  intemperance. ,,348,CONCLUSIONS AND RECOMMENDATIONS,6. (a) The cinema has been the  means of attracting many who  otherwise would have resorted to  the public-house. (6) Picture houses  have been instrumental in reducing  intemperance. 
,"7. All complaints made to the  police as to films exhibited being of  an indecent character, or suggestive  of immorality, "" were found to be  such that no action could be taken,""  as they were not indecent. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"7. All complaints made to the  police as to films exhibited being of  an indecent character, or suggestive  of immorality, "" were found to be  such that no action could be taken,""  as they were not indecent. "
,8. Films which contain suggestions  of immorality ought to be eliminated  from the cinema. ,,348,CONCLUSIONS AND RECOMMENDATIONS,8. Films which contain suggestions  of immorality ought to be eliminated  from the cinema. 
,"9. In the reading of novels, as  much evil, if not more, may be  gleaned by the young ; but there is  no reason why the cinema in this  respect should not keep clear of this  pernicious phase of the question. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"9. In the reading of novels, as  much evil, if not more, may be  gleaned by the young ; but there is  no reason why the cinema in this  respect should not keep clear of this  pernicious phase of the question. "
,"10. In some quarters it has been  alleged that the exhibitions of films  which showed burglars and other  criminals at work have been the  means of inciting boys to emulate  the example of committing crime.  No such case has come to Mr. Ross's  knowledge, but he thinks there is  grave danger ^n such representations. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"10. In some quarters it has been  alleged that the exhibitions of films  which showed burglars and other  criminals at work have been the  means of inciting boys to emulate  the example of committing crime.  No such case has come to Mr. Ross's  knowledge, but he thinks there is  grave danger ^n such representations. "
,"11. It has been alleged that juve-  nile crimes were in a measure due to  the love of the cinema on the part  of boys, who took to stealing for the  purpose of procuring money with  which to pay for admission to the  picture house, and thus gratifying ",,348,CONCLUSIONS AND RECOMMENDATIONS,"11. It has been alleged that juve-  nile crimes were in a measure due to  the love of the cinema on the part  of boys, who took to stealing for the  purpose of procuring money with  which to pay for admission to the  picture house, and thus gratifying "
,"experience, that methods of com-  mitting crime have been suggested  to children by crime pictures. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"experience, that methods of com-  mitting crime have been suggested  to children by crime pictures. "
,,,348,CONCLUSIONS AND RECOMMENDATIONS,6. (a) I agree. (6) I think it is  very likely. 
,"7. To enable actioji to be taken  by the police under the criminal law,  the films would require to be very  bad indeed — more than suggestive ;  and I have never seen a film which  would justify such action. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"7. To enable actioji to be taken  by the police under the criminal law,  the films would require to be very  bad indeed — more than suggestive ;  and I have never seen a film which  would justify such action. "
,"8. I agree ; Mr. Ross suggests that  there are such films, and that "" on  girls and youths of impressionable age  there is a fear that they may have a  deleterious effect. "" ",,348,CONCLUSIONS AND RECOMMENDATIONS,"8. I agree ; Mr. Ross suggests that  there are such films, and that "" on  girls and youths of impressionable age  there is a fear that they may have a  deleterious effect. "" "
,"I would submit that ii films sug-  gestive of immorality may have such  an effect on girls and youths of im-  pressionable age, pictures displayed  before children making them familiar  with death, crime, methods of com-  mitting crime, killing, fighting, scenes  of anguish, and all kinds of unhealthy  excitement, are also likely to have  their deleterious effects. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"I would submit that ii films sug-  gestive of immorality may have such  an effect on girls and youths of im-  pressionable age, pictures displayed  before children making them familiar  with death, crime, methods of com-  mitting crime, killing, fighting, scenes  of anguish, and all kinds of unhealthy  excitement, are also likely to have  their deleterious effects. "
,"9. With the first part I do not  agree. The young who read novels  I do not think are numerous, cer-  tainly not so numerous as those who  attend picture halls ; but notMng read  in print has the same vivid effect as  pictures submitted to the eye. I, of  course, agree with the latter part of  this section. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"9. With the first part I do not  agree. The young who read novels  I do not think are numerous, cer-  tainly not so numerous as those who  attend picture halls ; but notMng read  in print has the same vivid effect as  pictures submitted to the eye. I, of  course, agree with the latter part of  this section. "
,"10. I think it is most probable  that pictures have been the means  of suggesting methods of crime to  boys. It is naturally almost im-  possible to find definite evidence  that crimes by children have been  suggested by pictures, but there are  good reasons for believing such to be  the case, and I take it that when  Mr. Ross says "" there is grave danger  in such representations "" he has in  mind danger of that particular kind. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"10. I think it is most probable  that pictures have been the means  of suggesting methods of crime to  boys. It is naturally almost im-  possible to find definite evidence  that crimes by children have been  suggested by pictures, but there are  good reasons for believing such to be  the case, and I take it that when  Mr. Ross says "" there is grave danger  in such representations "" he has in  mind danger of that particular kind. "
,"%% 11. I know of numerous cases of  juveniles who have spent money they  have stolen on picture halls. They  have stated, and their parents have  also stated, that their object in  stealing was to procure money for  admission to picture halls. ",,348,CONCLUSIONS AND RECOMMENDATIONS,"%% 11. I know of numerous cases of  juveniles who have spent money they  have stolen on picture halls. They  have stated, and their parents have  also stated, that their object in  stealing was to procure money for  admission to picture halls. "
,,,349,CONCLUSIONS AND RECOMMENDATIONS,## p. 349  CHIEF CONSTABLES 
,,,349,CONCLUSIONS AND RECOMMENDATIONS,349 
,their insatiable desires in this direc-  tion. He is unable to find a single  case where any juvenile set out to  steal for this purpose. ,,349,CONCLUSIONS AND RECOMMENDATIONS,their insatiable desires in this direc-  tion. He is unable to find a single  case where any juvenile set out to  steal for this purpose. 
,12. Juveniles stealing to obtain  money for admission to picture halls  cannot be brought as a fault against  the picture houses. ,,349,CONCLUSIONS AND RECOMMENDATIONS,12. Juveniles stealing to obtain  money for admission to picture halls  cannot be brought as a fault against  the picture houses. 
,"13. In most instances Mr. Ross  has found that the proceeds of theft  by juveniles have gone to satisfy  their fondness or craze for gambling,  which is more in keeping with their  "" vicious tendencies "" than witness-  ing an exhibition of living pictures. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"13. In most instances Mr. Ross  has found that the proceeds of theft  by juveniles have gone to satisfy  their fondness or craze for gambling,  which is more in keeping with their  "" vicious tendencies "" than witness-  ing an exhibition of living pictures. "
,"14. Independent of the cinemas,  will continue to steal and to ",,349,CONCLUSIONS AND RECOMMENDATIONS,"14. Independent of the cinemas,  will continue to steal and to "
,devote the proceeds to whatever  purpose may take their fancy. ,,349,CONCLUSIONS AND RECOMMENDATIONS,devote the proceeds to whatever  purpose may take their fancy. 
,"15. So far as Edinburgh is con-  cerned, the cinemas in this respect,  and as a means of inciting the com-  mission of crime on the part of  juveniles, has had little or no effect  on the crime committed by children  or young persons. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"15. So far as Edinburgh is con-  cerned, the cinemas in this respect,  and as a means of inciting the com-  mission of crime on the part of  juveniles, has had little or no effect  on the crime committed by children  or young persons. "
,"Such confessions have not always  related to picture halls, but some-  times to other places of amusement. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"Such confessions have not always  related to picture halls, but some-  times to other places of amusement. "
,,,349,CONCLUSIONS AND RECOMMENDATIONS,12. I 
,,,349,CONCLUSIONS AND RECOMMENDATIONS,agree. 
,"13. This has not been my experi-  ence, but I do know of several cases  in which money was stolen for the  purpose of playing on the automatic  gaming machines which were very  prevalent in this city in 1915. These  have now been removed. The num-  ber of juveniles proceeded against  last year for indictable ofiEences repre-  sented 46 per cent, of the total number  of persons proceeded against in this  city for such offences, and gambling  was not the cause of crime in a single  instance. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"13. This has not been my experi-  ence, but I do know of several cases  in which money was stolen for the  purpose of playing on the automatic  gaming machines which were very  prevalent in this city in 1915. These  have now been removed. The num-  ber of juveniles proceeded against  last year for indictable ofiEences repre-  sented 46 per cent, of the total number  of persons proceeded against in this  city for such offences, and gambling  was not the cause of crime in a single  instance. "
,"I do not consider that more than  a small number of the children who  have passed through this Court  could be described as of "" vicious  tendencies."" I know the circum-  stances in each case, because with  regard to each child I have had a  very careful inquiry made, which  is recorded in the form of a "" history  sheet.'.' ",,349,CONCLUSIONS AND RECOMMENDATIONS,"I do not consider that more than  a small number of the children who  have passed through this Court  could be described as of "" vicious  tendencies."" I know the circum-  stances in each case, because with  regard to each child I have had a  very careful inquiry made, which  is recorded in the form of a "" history  sheet.'.' "
,,,349,CONCLUSIONS AND RECOMMENDATIONS,14? I agree. 
,"15. I think that the responsibility  of the cinema for juvenile crime  generally has been exaggerated, but  I believe pernicious films to be  responsible for some of it. There  is no doubt, however, that there  are deeper causes, and I believe bad  environment and weak parental con-  trol to be the primary causes. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"15. I think that the responsibility  of the cinema for juvenile crime  generally has been exaggerated, but  I believe pernicious films to be  responsible for some of it. There  is no doubt, however, that there  are deeper causes, and I believe bad  environment and weak parental con-  trol to be the primary causes. "
,,A. F. ,349,CONCLUSIONS AND RECOMMENDATIONS,A. F. 
,,,349,CONCLUSIONS AND RECOMMENDATIONS,"Nicholson,  Chief Constable. "
,,GALASHIELS ,349,CONCLUSIONS AND RECOMMENDATIONS,GALASHIELS 
,,,349,CONCLUSIONS AND RECOMMENDATIONS,"I9th May, 1917. "
,"I beg to inform you that, so far as my experience is concerned, I endorse  Mr. Ross's views generally. Copy of statement herewith returned. ",,349,CONCLUSIONS AND RECOMMENDATIONS,"I beg to inform you that, so far as my experience is concerned, I endorse  Mr. Ross's views generally. Copy of statement herewith returned. "
,,,349,CONCLUSIONS AND RECOMMENDATIONS,"A. Noble, "
,,,349,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,,350,CONCLUSIONS AND RECOMMENDATIONS,## p. 350  350 CHIEF CONSTABLES 
,,GATESHEAD ,350,CONCLUSIONS AND RECOMMENDATIONS,GATESHEAD 
,"16^^ March 1917.  I agree with the major portion of what Mr. Ross has said. I am of the  opinion that the cinema is playing, and likely to continue to do so, an im-  portant part in the habits of the people. I would very much like to see  many needed improvements made regarding film production. I also think  that in some measure picture houses have been the means of reducing intem-  perance. I am also of the opinion that a certain amount of juvenile crime  has taken place with a view to money being obtained to gratify the desire  to see the pictures. In my opinion the pictures to which I see objection  are more likely to produce ill-effect upon both sexes between the ages of  fifteen to about twenty years. ",,350,CONCLUSIONS AND RECOMMENDATIONS,"16^^ March 1917.  I agree with the major portion of what Mr. Ross has said. I am of the  opinion that the cinema is playing, and likely to continue to do so, an im-  portant part in the habits of the people. I would very much like to see  many needed improvements made regarding film production. I also think  that in some measure picture houses have been the means of reducing intem-  perance. I am also of the opinion that a certain amount of juvenile crime  has taken place with a view to money being obtained to gratify the desire  to see the pictures. In my opinion the pictures to which I see objection  are more likely to produce ill-effect upon both sexes between the ages of  fifteen to about twenty years. "
,,,350,CONCLUSIONS AND RECOMMENDATIONS,"R. Ogle, "
,,,350,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,GLASGOW ,350,CONCLUSIONS AND RECOMMENDATIONS,GLASGOW 
,,,350,CONCLUSIONS AND RECOMMENDATIONS,"9th March, 1917. "
,I have to say that I agree generally with the views expressed by Mr. Ross. ,,350,CONCLUSIONS AND RECOMMENDATIONS,I have to say that I agree generally with the views expressed by Mr. Ross. 
,"The cinema houses became popular at once, and their popularity is rather  increasing than waning. There are 102 houses licensed in Glasgow, distri-  buted over all parts of the city, and at all of them waiting queues are to be  seen almost every evening. The prices of admission range from twopence  to half a croVn, which enables the poorest to obtain admission. ",,350,CONCLUSIONS AND RECOMMENDATIONS,"The cinema houses became popular at once, and their popularity is rather  increasing than waning. There are 102 houses licensed in Glasgow, distri-  buted over all parts of the city, and at all of them waiting queues are to be  seen almost every evening. The prices of admission range from twopence  to half a croVn, which enables the poorest to obtain admission. "
,"All licences in Glasgow under the Cinematograph Act, 1909, are granted  subject to the following conditions — ",,350,CONCLUSIONS AND RECOMMENDATIONS,"All licences in Glasgow under the Cinematograph Act, 1909, are granted  subject to the following conditions — "
,"1. That no child under fourteen years of age shall, unless accompanied  by a parent or guardian, be permitted to be in premises licensed under  the Cinematograph Act after 9.30 p.m. ",,350,CONCLUSIONS AND RECOMMENDATIONS,"1. That no child under fourteen years of age shall, unless accompanied  by a parent or guardian, be permitted to be in premises licensed under  the Cinematograph Act after 9.30 p.m. "
,2. That provision shall be made in such premises for separate seating  accommodation for children under fourteen years of age who are not  accompanied by their parents or guardians. ,,350,CONCLUSIONS AND RECOMMENDATIONS,2. That provision shall be made in such premises for separate seating  accommodation for children under fourteen years of age who are not  accompanied by their parents or guardians. 
,3. That provision shall be made to the satisfaction of the Engineer of  the Electricity Department for the efficient lighting of such premises ;  and — ,,350,CONCLUSIONS AND RECOMMENDATIONS,3. That provision shall be made to the satisfaction of the Engineer of  the Electricity Department for the efficient lighting of such premises ;  and — 
,4. That the fire appliances in said premises shall be regularly inspected  by a member of the Fire Brigade. ,,350,CONCLUSIONS AND RECOMMENDATIONS,4. That the fire appliances in said premises shall be regularly inspected  by a member of the Fire Brigade. 
,"Occasional complaints have been made of the character of the films shown,  but no case was found where the picture could be considered indecent.  Pictures are sometimes shown which are vulgar and impleasant, as, for ",,350,CONCLUSIONS AND RECOMMENDATIONS,"Occasional complaints have been made of the character of the films shown,  but no case was found where the picture could be considered indecent.  Pictures are sometimes shown which are vulgar and impleasant, as, for "
,,,350,CONCLUSIONS AND RECOMMENDATIONS,"instance, ; sometimes what is called a ""strong"" play is shown, "
,"containing suggestions which are not healthy for young people. The crime  pictures show the operations of criminals in burglary, theft, etc., and while  no case of crime can be definitely traced to the effect of the pictures, the  familiarity with the methods of criminals cannot be good for children, and  may lead adventurous boys to imitate the methods shown. While all these  objectionable items may be found in books, moving pictures present them  in a much more realistic and impressive way. As the pictures appeal so  strongly to young people, there should be a rigid censorship, so that every-  thing objectionable should be eliminated. ",,350,CONCLUSIONS AND RECOMMENDATIONS,"containing suggestions which are not healthy for young people. The crime  pictures show the operations of criminals in burglary, theft, etc., and while  no case of crime can be definitely traced to the effect of the pictures, the  familiarity with the methods of criminals cannot be good for children, and  may lead adventurous boys to imitate the methods shown. While all these  objectionable items may be found in books, moving pictures present them  in a much more realistic and impressive way. As the pictures appeal so  strongly to young people, there should be a rigid censorship, so that every-  thing objectionable should be eliminated. "
,"Cases of petty thefts by boys have come to the notice of the police, where  the boys admitted that the theft had been committed to obtain money to  pay for admission to the picture houses, but the same boys would, of course. ",,350,CONCLUSIONS AND RECOMMENDATIONS,"Cases of petty thefts by boys have come to the notice of the police, where  the boys admitted that the theft had been committed to obtain money to  pay for admission to the picture houses, but the same boys would, of course. "
,,,351,CONCLUSIONS AND RECOMMENDATIONS,## p. 351  CHIEF CONSTABLES 351 
,steal similarly to obtain means to gratify any other strong desire. There  are many instances of boys stealing to obtain money to play with gaming  machines in refreshment shops. ,,351,CONCLUSIONS AND RECOMMENDATIONS,steal similarly to obtain means to gratify any other strong desire. There  are many instances of boys stealing to obtain money to play with gaming  machines in refreshment shops. 
,,,351,CONCLUSIONS AND RECOMMENDATIONS,"J. V. Stevenson, "
,,,351,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,GRANTHAM ,351,CONCLUSIONS AND RECOMMENDATIONS,GRANTHAM 
,,,351,CONCLUSIONS AND RECOMMENDATIONS,"25th April, 1917. "
,"I have read what Mr. Ross says, and am in full agreement with it. ",,351,CONCLUSIONS AND RECOMMENDATIONS,"I have read what Mr. Ross says, and am in full agreement with it. "
,"Although we have had an increase here in juvenile offenders, we cannot  trace any connection between that increase and any desire on the behalf of  such offenders to obtain the means for attending cinemas, nor can we say  that they have been influenced in committing the crimes by anything they  have seen at the cinemas. I quite agree, also, that the cinemas are a means  of taking many persons from the public -houses and so decreasing drunken-  ness. I am of opinion that the good done by cinemas in the way of educa-  tion, and in providing a cheap means of entertainment for people who would  otherwise be in public-houses or lounging about the streets, far more than  outweighs any evil which may be traced to them (a doubtful tracing at the  best) in the shape of inciting juveniles to commit crime. My only complaint  is that I think such places of entertainment might be better lighted. ",,351,CONCLUSIONS AND RECOMMENDATIONS,"Although we have had an increase here in juvenile offenders, we cannot  trace any connection between that increase and any desire on the behalf of  such offenders to obtain the means for attending cinemas, nor can we say  that they have been influenced in committing the crimes by anything they  have seen at the cinemas. I quite agree, also, that the cinemas are a means  of taking many persons from the public -houses and so decreasing drunken-  ness. I am of opinion that the good done by cinemas in the way of educa-  tion, and in providing a cheap means of entertainment for people who would  otherwise be in public-houses or lounging about the streets, far more than  outweighs any evil which may be traced to them (a doubtful tracing at the  best) in the shape of inciting juveniles to commit crime. My only complaint  is that I think such places of entertainment might be better lighted. "
,I wish to thank you for giving me the opportunity of reading what I  consider is a very straightforward and fair statement on this subject. ,,351,CONCLUSIONS AND RECOMMENDATIONS,I wish to thank you for giving me the opportunity of reading what I  consider is a very straightforward and fair statement on this subject. 
,,,351,CONCLUSIONS AND RECOMMENDATIONS,"/ J. R. Casburn, "
,,,351,CONCLUSIONS AND RECOMMENDATIONS,Chief Constable. 
,,GREENOCK ,351,CONCLUSIONS AND RECOMMENDATIONS,GREENOCK 
,,,351,CONCLUSIONS AND RECOMMENDATIONS,"Sth May, 1917. "
,"I had heard Mr. Ross read his statement at a meeting of the Chief Con-  stables' Club shortly before he sent it in, and at the time it struck me that  he was giving rather an exceptional testimonial to the cinema. I have now  read over his statement carefully, and, while still of the opinion that the  character he gives these places of entertainment is very flattering, my own  views are not so pronounced as to warrant me in dissenting from his generally. ",,351,CONCLUSIONS AND RECOMMENDATIONS,"I had heard Mr. Ross read his statement at a meeting of the Chief Con-  stables' Club shortly before he sent it in, and at the time it struck me that  he was giving rather an exceptional testimonial to the cinema. I have now  read over his statement carefully, and, while still of the opinion that the  character he gives these places of entertainment is very flattering, my own  views are not so pronounced as to warrant me in dissenting from his generally. "
,"I cannot quite follow his reasoning where, on the one hand, he tacitly  admits that films of a suggestive character, although not just of such a nature  as to bring them within the scope of the criminal law, are sometimes shown,  and, on the other, says that were the lessons taught to exercise an influence  for evil in the people, the evil would have manifested itself ere now, but  that such has not been the case. How does he know? What means has  he had of informing himself what are the number of cases of immorality  that have been caused through the influence of such films ? I do not say it  is, but may it not be that many cases of misconduct on the part of the sexes  have resulted from the influence of such pictures which are unknown except  to the persons who committed them ? I agree with Mr. Ross that the cinema  has become a popular institution, and that all classes of the community  frequent it, and I think that it can with safety be said that its influence for  good outweighs its evils. ",,351,CONCLUSIONS AND RECOMMENDATIONS,"I cannot quite follow his reasoning where, on the one hand, he tacitly  admits that films of a suggestive character, although not just of such a nature  as to bring them within the scope of the criminal law, are sometimes shown,  and, on the other, says that were the lessons taught to exercise an influence  for evil in the people, the evil would have manifested itself ere now, but  that such has not been the case. How does he know? What means has  he had of informing himself what are the number of cases of immorality  that have been caused through the influence of such films ? I do not say it  is, but may it not be that many cases of misconduct on the part of the sexes  have resulted from the influence of such pictures which are unknown except  to the persons who committed them ? I agree with Mr. Ross that the cinema  has become a popular institution, and that all classes of the community  frequent it, and I think that it can with safety be said that its influence for  good outweighs its evils. "
,"It has taken many people off the streets who would otherwise have gone  into the public -house, and thereby tended to lessen drunkenness. The  pictures which are shown are, I am informed, mostly of an amusing kind,  and that those of much educational value are the exception to the rule, the  reason being that the funny ones are the most popular. There are also, I  am told, films shown which are suggestive, and others which depict burglars  at work, and I think it cannot be over-emphasised that those are dangerous.  There are persons who are very impressionable, dnd it is difficult to say ",,351,CONCLUSIONS AND RECOMMENDATIONS,"It has taken many people off the streets who would otherwise have gone  into the public -house, and thereby tended to lessen drunkenness. The  pictures which are shown are, I am informed, mostly of an amusing kind,  and that those of much educational value are the exception to the rule, the  reason being that the funny ones are the most popular. There are also, I  am told, films shown which are suggestive, and others which depict burglars  at work, and I think it cannot be over-emphasised that those are dangerous.  There are persons who are very impressionable, dnd it is difficult to say "
,,,352,CONCLUSIONS AND RECOMMENDATIONS,## p. 352  352 CHIEF CONSTABLES 
